"codigo","indice","fecha","tmax","tmin","ts07","ts14","ts21","ts","th07","th14","th21","th","pvp07","pvp14","pvp21","pvp","hr07","hr14","hr21","hr","p07","p14","p21","pd","fray","ftea","ftee","fgra","fchu","prn07","prn14","prn21","prn","rd07","rd14","rd21","rd","sa07","sa14","sa21","sa","nub07","nub14","nub21","nub","vis07","vis14","vis21","es07","es14","es21","er07","er21","pa07","pa14","pa21","pa","evap","ls07","ls08","ls09","ls10","ls11","ls12","ls13","ls14","ls15","ls16","ls17","ls18","lsm","lst","ls","codcaptura","tosc","erd"
A-31_16092020,A-31,2020-09-16,23.4,13.4,14.6,21.6,15.6,16.85,14.2,17.4,14.7,15.25,11.939964,12.799123,12.088984,12.276023,96,66,91,84,6,0,0,9,,,,,,,,,,C ,W ,C ,C ,0,1,0,0.3,7,8,3,6.0,5.0,4.0,0.2,2,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,10,0
A-31_17092020,A-31,2020-09-17,24,15.2,16.4,21.6,16.2,17.6,15.9,16.8,15.3,15.825,13.293972,11.943431,12.582976,12.606793,95,62,91,83,0.8,0.4,1.5,0.8,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,10,6,10,8.6,1.0,4.0,0.1,1,0,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,8.8,0
A-31_19092020,A-31,2020-09-19,22.5,14,15.8,19.4,16.6,17.1,15,17,16,16,12.383885,13.326607,13.330825,13.013772,92,79,94,88,0.2,0,2.4,0.6,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,0,7,6,4.3,6.0,5.0,0.3,1,0,1,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,8.5,0
A-31_20092020,A-31,2020-09-20,23.5,14.9,16.2,23,16.2,17.9,15.4,16.6,15.4,15.7,12.716948,10.962284,12.716948,12.13206,92,52,92,79,0.2,0,6.3,2.6,,,,,15:50:00,,,,,NE,N ,NE,NE,1,1,2,1.3,6,7,2,5.0,5.0,5.0,0.3,1,0,1,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,8.6,0
A-31_21092020,A-31,2020-09-21,22,13.9,15.2,21.6,15.6,17,13,15,13.1,13.55,10.127494,9.483885,10.05116,9.887513,78,49,76,68,0,0,0,6.3,,,,,,,,,,SE,W ,NE,SE,2,2,2,2.0,3,4,3,3.3,6.0,6.0,0.2,1,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,8.1,0
A-31_23092020,A-31,2020-09-23,23,14,15.6,20.6,16.6,17.35,14.6,18.9,16.2,16.475,11.958271,15.521707,13.606,13.695326,90,85,96,90,0,0,0.5,0,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,2,9,6,5.6,6.0,4.0,0.1,1,0,1,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120209,9,1
A-31_24092020,A-31,2020-09-24,22.9,13,15,18.6,15.2,16,14.6,17.6,14.8,15.45,12.258271,14.588502,12.420156,13.088976,96,91,96,94,0.2,20.9,68,0.7,,,15:00:00,,13:05:00,,,,,C ,C ,C ,C ,0,0,0,0.0,8,10,10,9.3,6.0,2.0,0.1,1,1,2,"0",.,,,,,,,,,,,,,,,,,,,,,A-3120209,9.9,1
A-31_25092020,A-31,2020-09-25,23,14.4,15.6,20.4,16.2,17.1,15.6,18.2,15.6,16.25,13.286318,14.569357,12.986318,13.613997,100,81,94,92,0.4,0,10.4,89.3,,,21:30:00,,20:10:00,,,,,C ,W ,C ,C ,0,1,0,0.3,10,9,10,9.6,2.0,3.0,0.1,2,0,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,8.6,0
A-31_27092020,A-31,2020-09-27,23,13.5,15,22.6,13.8,16.3,14.5,16.1,12.2,13.75,12.128015,10.468167,9.853208,10.816463,95,51,83,76,0,0,0,0.3,,,,,,,,,,C ,NE,C ,C ,0,1,0,0.3,5,5,4,4.6,5.0,5.0,0.2,1,0,1,"2","2",,,,,,,,,,,,,,,,,,,,,A-3120209,9.5,1
A-31_28092020,A-31,2020-09-28,22.4,13.6,14.8,18.2,15,15.75,14.3,16.6,14.5,14.975,11.968863,13.362284,12.128015,12.486387,95,85,95,92,0,0.4,4.4,0,,,,,17:10:00,,,,,C ,C ,C ,C ,0,0,0,0.0,2,8,6,5.3,6.0,4.0,0.2,1,1,2,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120209,8.8,1
A-31_29092020,A-31,2020-09-29,22.6,12.4,14.8,16.6,14.8,15.25,14.2,15,14.4,14.5,12.139964,11.983885,12.098213,12.07402,100,85,96,94,1.2,21.1,12.4,6,,,13:10:00,,20:00:00,,,,,C ,C ,C ,C ,0,0,0,0.0,0,9,10,6.3,6.0,2.0,0.1,1,2,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,10.2,0
A-31_30092020,A-31,2020-09-30,23,13.4,15,19.4,16,16.6,14.1,16.6,15.6,15.475,11.611512,12.762284,13.086318,12.486704,91,76,96,88,5.1,0,4.4,38.6,,,,,,,,,,NE,NE,C ,NE,2,1,0,1.0,4,7,10,7.0,6.0,5.0,0.1,2,0,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,9.6,0
A-31_04092020,A-31,2020-09-04,21.4,12.8,13.6,20.6,14.2,15.65,13.2,17.8,13.8,14.65,11.17525,13.879987,11.628823,12.22802,96,76,96,89,0,0,62,3.2,,,19:00:00,,15:50:00,,,,,C ,C ,C ,C ,0,0,0,0.0,0,9,10,6.3,6.0,2.0,0.1,1,0,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,8.6,0
A-31_09092020,A-31,2020-09-09,23.4,14.2,15.2,20.6,15.6,16.75,14.9,17.8,14.5,15.425,12.551789,13.879987,11.828015,12.753263,97,76,89,87,0,0,0,1.3,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,10,10,10,10.0,4.0,0.4,0.2,1,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,9.2,0
A-31_13092020,A-31,2020-09-13,22.6,13.6,14.6,17.2,15.8,15.85,14.2,16.2,15.3,15.25,11.939964,13.306,12.782976,12.676313,96,90,95,94,0,35.2,9,9.5,,,,,12:40:00,,,,,C ,C ,C ,C ,0,0,0,0.0,3,10,10,7.6,6.0,4.0,0.1,1,2,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,9,0
A-31_18092020,A-31,2020-09-18,21.5,13.8,15.6,20,16.6,17.2,15.1,16.8,15.8,15.875,12.616447,12.743431,13.057604,12.805827,95,73,92,87,0,0,0.4,1.9,,,,,,,,,,C ,N ,C ,C ,0,1,0,0.3,8,7,4,6.3,4.0,5.0,1.0,1,0,1,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,7.7,0
A-31_22092020,A-31,2020-09-22,23.4,13.4,14.8,21.2,16.4,17.2,13.9,17.8,14.9,15.375,11.455944,13.579987,11.951789,12.32924,91,72,85,83,0,0,0,0,,,,,,,,,,N ,C ,NE,N ,1,0,2,1.0,2,8,4,4.6,6.0,4.0,0.2,1,0,0,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120209,10,1
A-31_26092020,A-31,2020-09-26,23.2,14,15.8,22.2,15.6,17.3,15.4,18.6,14.8,15.9,12.916948,14.267394,12.220156,13.134832,96,71,92,86,13.4,0,0.3,23.8,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,10,7,9,8.6,2.0,4.0,0.1,2,0,1,.,.,,,,,,,,,,,,,,,,,,,,,A-3120209,9.2,0
A-31_10122020,A-31,2020-12-10,19.5,12.9,14,18.6,14.4,15.35,13.6,15.6,13.9,14.25,11.475897,11.786318,11.655944,11.639386,96,73,95,88,0.3,0,0.2,1.7,,,,,,,,,,NW,NE,NE,NE,3,2,3,2.6,9,6,4,6.3,2.0,8.0,6.0,1,0,1,.,.,,,,,,,,,,,,,,,,,,,,,A-31202012,6.6,0
A-31_12122020,A-31,2020-12-12,19.2,11.9,13.1,17.6,13.6,14.475,12.7,14.6,13.2,13.425,10.809025,10.958271,11.17525,10.980848,96,73,96,88,1.1,0,0,1.2,,,,,,,,,,NE,NE,SW,NE,3,2,3,2.6,6,8,6,6.6,10.0,8.0,4.0,1,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-31202012,7.3,0
A-31_17122020,A-31,2020-12-17,20.8,12,12.8,19.6,13.7,14.95,12.5,17,13.2,13.975,10.715463,13.226607,11.12525,11.689106,97,77,95,90,1.4,0,0,1.4,,,,,,,,,,C ,NE,C ,C ,0,1,0,0.3,7,6,1,4.6,8.0,8.0,8.0,1,0,1,"0","1",,,,,,,,,,,,,,,,,,,,,A-31202012,8.8,1
A-31_18122020,A-31,2020-12-18,21,11.3,12,19.5,14.1,14.925,12,15.2,12.6,13.1,10.51374,10.799477,10.187037,10.500084,100,64,84,83,0.2,0,0,0.2,,,,,,,,,,C ,SW,SW,SW,0,2,2,1.3,5,4,6,5.0,15.0,8.0,8.0,1,1,0,.,"1",,,,,,,,,,,,,,,,,,,,,A-31202012,9.7,1
A-31_19122020,A-31,2020-12-19,19,12.5,13.7,17.6,12.7,14.175,13,15,11.6,12.8,10.877494,11.483885,9.689612,10.683663,93,76,88,86,0.2,0,0.5,0.2,,,,,,,,,,NE,NE,SW,NE,3,2,3,2.6,8,6,10,8.0,6.0,10.0,8.0,0,0,1,"1",.,,,,,,,,,,,,,,,,,,,,,A-31202012,6.5,1
A-31_20122020,A-31,2020-12-20,18.9,12,12.6,18.4,12.8,14.15,11.2,13.8,12.6,12.55,9.271795,9.528823,10.837037,9.879218,85,60,98,81,0,0,0,0.5,,,,,,,,,,SE,SW,SW,SW,3,2,3,2.6,7,6,10,7.6,1.0,12.0,4.0,0,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-31202012,6.9,0
A-31_01122020,A-31,2020-12-01,22.1,11.6,12.6,21.1,14.1,15.475,11.4,15.2,12.5,12.9,9.504923,9.999477,10.065463,9.856621,87,53,83,74,0,0,0,0.1,,,,,,,,,,C ,SE,SW,C ,0,1,3,1.3,0,3,3,2.0,12.0,12.0,4.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,10.5,1
A-31_02122020,A-31,2020-12-02,22.1,11.9,13.5,20.2,14,15.425,11.8,14.9,12.7,13.025,9.52588,10.051789,10.359025,9.978898,82,57,86,75,0,0,0,0,,,,,,,,,,NE,SE,NE,NE,2,2,1,1.6,2,5,3,3.3,15.0,12.0,4.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,10.2,1
A-31_03122020,A-31,2020-12-03,22.4,12.5,13.2,21.6,13.8,15.6,12,17.1,12.6,13.575,9.91374,12.368962,10.337037,10.873246,87,64,87,79,0,0,0,0,,,,,,,,,,NE,NW,C ,NE,1,1,0,0.6,1,6,0,2.3,20.0,6.0,6.0,0,0,0,"1","1",,,,,,,,,,,,,,,,,,,,,A-31202012,9.9,1
A-31_04122020,A-31,2020-12-04,21.6,11.4,12,20.5,14,15.125,10.4,17,13.3,13.5,8.654593,12.776607,11.099766,10.843655,82,71,93,82,0,0,0,0,,,,,,,,,,C ,SW,SE,C ,0,1,1,0.6,5,8,2,5.0,10.0,4.0,6.0,1,0,0,"2","1",,,,,,,,,,,,,,,,,,,,,A-31202012,10.2,1
A-31_06122020,A-31,2020-12-06,20.4,13.4,14.3,19.6,14,15.475,12.9,15,12.6,13.275,10.454251,10.483885,10.237037,10.391724,86,61,85,77,0,0,0,0,,,,,,,,,,NE,SE,SE,SE,2,2,3,2.3,4,5,2,3.6,10.0,10.0,8.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,7,1
A-31_07122020,A-31,2020-12-07,20.6,12.3,13.4,19.3,13.6,14.975,11.2,14.6,12.4,12.65,8.871795,10.108271,10.194302,9.724789,77,60,87,75,0,0,0,0,,,,,,,,,,SW,SE,NE,SW,3,2,2,2.3,2,3,1,2.0,15.0,10.0,8.0,0,0,0,"1","1",,,,,,,,,,,,,,,,,,,,,A-31202012,8.3,1
A-31_08122020,A-31,2020-12-08,19.6,12.5,13,19.1,13,14.525,11.8,14,12,12.45,9.77588,9.433506,10.01374,9.741042,87,57,89,78,0,0,0,0,,,,,,,,,,NE,SW,SE,NE,3,2,3,2.6,6,3,5,4.6,12.0,12.0,8.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,7.1,1
A-31_05122020,A-31,2020-12-05,20,11.9,12.6,19.2,15.2,15.55,12.4,16.8,14,14.3,10.694302,13.143431,11.383506,11.740413,98,79,88,88,0,0,0,0,,,,,,,,,,C ,SW,NE,C ,0,1,1,0.6,2,8,2,4.0,15.0,4.0,6.0,1,0,0,"0",.,,,,,,,,,,,,,,,,,,,,,A-31202012,8.1,1
A-31_09122020,A-31,2020-12-09,16,12.5,13.2,14.8,13.4,13.7,12.8,13.8,12.7,13,10.881429,11.328823,10.659025,10.956425,96,90,92,93,0.1,0,1.4,0.1,,,,,,,,,,NE,NE,SE,NE,3,3,3,3.0,7,9,7,7.6,2.0,2.0,4.0,1,0,1,.,.,,,,,,,,,,,,,,,,,,,,,A-31202012,3.5,0
A-31_11122020,A-31,2020-12-11,20.5,13.9,14,19.5,13.6,15.175,13.6,16,13.6,14.2,11.475897,11.880825,11.675897,11.677539,96,70,100,89,0.3,0,0.1,0.5,,,,,,,,,,SE,SW,SE,SE,3,2,4,3.0,9,5,10,8.0,2.0,10.0,1.0,1,0,1,.,.,,,,,,,,,,,,,,,,,,,,,A-31202012,6.6,0
A-31_13122020,A-31,2020-12-13,18,11.9,12.4,17.6,13,14,11.4,14.6,11.7,12.35,9.604923,10.958271,9.657548,10.07358,89,73,86,83,1,0,0,1,,,,,,,,,,SW,SW,SE,SW,3,2,2,2.3,3,4,4,3.6,15.0,12.0,6.0,1,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-31202012,6.1,0
A-31_14122020,A-31,2020-12-14,22.1,11,12.9,21.9,13.5,15.45,10.4,17.1,12.3,13.025,8.204593,12.218962,10.123551,10.182368,74,62,87,74,0,0,0,0,,,,,,,,,,NE,SE,NE,NE,1,1,1,1.0,1,6,3,3.3,15.0,8.0,8.0,0,0,0,"1","1",,,,,,,,,,,,,,,,,,,,,A-31202012,11.1,1
A-31_15122020,A-31,2020-12-15,22.9,12.4,12.8,21.8,15.5,16.4,12.6,16.4,13.7,14.1,10.837037,11.283147,10.852142,10.990775,98,58,82,79,0,0,0,0,,,,,,,,,,C ,SW,S ,C ,0,1,1,0.6,8,7,6,7.0,15.0,8.0,8.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,10.5,1
A-31_16122020,A-31,2020-12-16,21.9,13,13.8,20.8,14.8,16.05,12.6,16.6,14,14.3,10.337037,12.062284,11.583506,11.327609,87,65,92,81,0,0,0,0,,,,,,,,,,S ,SW,C ,S ,1,1,0,0.6,3,8,7,6.0,12.0,6.0,6.0,0,0,0,"0","0",,,,,,,,,,,,,,,,,,,,,A-31202012,8.9,1
A-31_21122020,A-31,2020-12-21,18.4,11.8,12.6,16.8,12.8,13.75,12.3,13.8,12.5,12.775,10.573551,10.328823,10.715463,10.539279,97,72,97,89,0.3,0,1.5,0.3,,,,,,,,,,SE,W ,SE,SE,3,3,4,3.3,7,7,6,6.6,8.0,8.0,4.0,1,0,1,.,.,,,,,,,,,,,,,,,,,,,,,A-31202012,6.6,0
A-31_22122020,A-31,2020-12-22,15,9.5,10.8,14.6,9.7,11.2,10.5,11.6,8.4,9.725,9.367923,8.739612,7.613544,8.573693,96,70,84,83,3.1,0,0,4.6,,,,,,,,,,NW,S ,NW,NW,4,3,4,3.6,10,5,3,6.0,2.0,8.0,6.0,2,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-31202012,5.5,0
A-31_23122020,A-31,2020-12-23,19.5,9.6,11.8,18.8,12.6,13.95,10.6,12.4,11.6,11.55,8.981627,7.594302,9.739612,8.771847,87,47,89,74,0,0,0,0,,,,,,,,,,NE,SW,C ,NE,3,2,0,1.6,3,3,2,2.6,12.0,15.0,6.0,0,0,0,"0","0",,,,,,,,,,,,,,,,,,,,,A-31202012,9.9,1
A-31_24122020,A-31,2020-12-24,21.5,11.4,12.2,20.2,12.6,14.4,11.6,15.6,11.4,12.5,9.939612,10.986318,9.504923,10.143617,93,62,87,81,0,0,0,0,,,,,,,,,,C ,SW,NW,C ,0,1,1,0.6,3,7,3,4.3,20.0,10.0,6.0,1,0,0,"2","1",,,,,,,,,,,,,,,,,,,,,A-31202012,10.1,1
A-31_25122020,A-31,2020-12-25,19.5,11,12.4,17,11.9,13.3,9.4,12.3,10.6,10.725,7.341409,8.373551,8.931627,8.215529,68,58,86,71,0,0,0,0,,,,,,,,,,NE,NW,NW,NW,1,2,3,2.0,2,6,5,4.3,12.0,12.0,6.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,8.5,1
A-31_26122020,A-31,2020-12-26,18.9,11,11.6,18.6,13.5,14.3,9.8,14.4,11.8,11.95,8.182343,10.198213,9.52588,9.302145,80,63,82,75,0,0,0,0,,,,,,,,,,S ,SW,SW,SW,2,2,2,2.0,8,5,6,6.3,8.0,10.0,6.0,0,0,0,"1","0",,,,,,,,,,,,,,,,,,,,,A-31202012,7.9,1
A-31_27122020,A-31,2020-12-27,22.9,12.9,13.4,22,13.9,15.8,11.4,16,12.2,12.95,9.104923,10.630825,9.803208,9.846318,79,54,82,72,0,0,0,0,,,,,,,,,,NE,NW,NE,NE,1,1,1,1.0,3,3,4,3.3,15.0,12.0,6.0,0,0,0,"1","1",,,,,,,,,,,,,,,,,,,,,A-31202012,10,1
A-31_28122020,A-31,2020-12-28,23,12,12.6,22.2,15.5,16.45,11.8,17.3,14.6,14.575,9.97588,12.355217,12.008271,11.446456,91,62,91,81,0,0,0,0,,,,,,,,,,C ,SW,SW,SW,0,1,1,0.6,6,8,8,7.3,12.0,8.0,4.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,11,1
A-31_29122020,A-31,2020-12-29,21.8,12.6,13.4,19.2,14.8,15.55,13.2,17.2,14.1,14.65,11.27525,13.711831,11.711512,12.232864,98,82,93,91,0,0,0,0,,,,,,,,,,C ,NE,C ,C ,0,1,0,0.3,7,9,8,8.0,4.0,4.0,2.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,9.2,1
A-31_30122020,A-31,2020-12-30,21.3,13.4,13.6,19,14.8,15.55,13.4,16.8,13.9,14.5,11.424712,13.243431,11.455944,12.041362,98,80,91,90,0,0,0,0,18:20:00,,,,,,,,,C ,S ,C ,C ,0,1,0,0.3,7,10,1,6.0,8.0,2.0,6.0,1,0,0,"2","1",,,,,,,,,,,,,,,,,,,,,A-31202012,7.9,1
A-31_31122020,A-31,2020-12-31,20.6,13,13.6,19.8,14.9,15.8,13.4,18.6,13.8,14.9,11.424712,15.467394,11.278823,12.723643,98,89,89,92,0,0,0,0,17:20:00,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,6,7,3,5.3,10.0,6.0,6.0,1,0,0,"2","0",,,,,,,,,,,,,,,,,,,,,A-31202012,7.6,1
A-31_01052021,A-31,2021-05-01,21,13.2,14.6,19.6,15.4,16.25,14.6,16.2,15,15.2,12.458271,12.106,12.583885,12.382718,100,71,96,89,0,0,15.8,0,,,20:10:00,,,,,,,C ,SE,C ,C ,0,1,0,0.3,2,8,10,6.6,6.0,4.0,0.1,1,0,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,7.8,0
A-31_02052021,A-31,2021-05-02,21.2,14,15.2,19.2,14.8,16,15.2,16.4,14.4,15.1,12.949477,12.583147,12.098213,12.543612,100,75,96,90,2,0,0,17.8,,,,,,,,,,C ,E ,C ,C ,0,1,0,0.3,10,8,2,6.6,0.3,4.0,0.2,2,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,7.2,0
A-31_03052021,A-31,2021-05-03,19.4,13.4,14.8,17.6,15.4,15.8,14.3,16.4,15.4,15.375,11.968863,13.383147,13.116948,12.822986,95,89,100,95,0,0,0.5,0,,,,,,,,,,SW,W ,C ,SW,1,2,0,1.0,8,9,10,9.0,4.0,2.0,0.1,1,0,1,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,6,1
A-31_04052021,A-31,2021-05-04,20,13.8,14.6,19.4,16,16.5,14.6,16,16,15.65,12.458271,11.930825,13.630825,12.673307,100,71,100,90,0,0,0.4,0.5,,,,,,,,,,C ,C ,S ,C ,0,0,2,0.6,10,7,10,9.0,0.3,4.0,0.1,1,0,1,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,6.2,1
A-31_05052021,A-31,2021-05-05,19.8,12.9,14.2,19,16.2,16.4,14.2,17.4,15.8,15.8,12.139964,14.099123,13.257604,13.165563,100,86,96,94,0.2,0,0,0.6,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,2,9,10,7.0,6.0,2.0,0.1,1,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,6.9,0
A-31_06052021,A-31,2021-05-06,19.2,13,15.6,18.2,15.4,16.15,15.6,16.8,14.8,15.5,13.286318,13.643431,12.320156,13.083301,100,87,94,94,1,9.8,7.2,1,,,,,11:20:00,,,,,C ,C ,NE,C ,0,0,1,0.3,5,10,10,8.3,5.0,2.0,0.1,1,2,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,6.2,0
A-31_10052021,A-31,2021-05-10,22,13.4,14.4,21.4,15.6,16.75,14,18.6,14.1,15.2,11.783506,14.667394,11.311512,12.58747,96,77,85,86,0,0,0,0,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,2,8,2,4.0,6.0,5.0,0.2,1,0,1,"2","2",,,,,,,,,,,,,,,,,,,,,A-3120215,8.6,1
A-31_15052021,A-31,2021-05-15,23.8,15,15.6,23.6,16,17.8,14.7,16.1,14,14.7,12.088984,9.968167,10.983506,11.013552,91,46,81,73,0,0,0,0,,,,,,,,,,NE,N ,C ,NE,3,2,0,1.6,4,5,0,3.0,5.0,5.0,0.2,1,0,0,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,8.8,1
A-31_08052021,A-31,2021-05-08,22.7,14.2,15.4,20.8,15.2,16.65,14.4,15.2,14.2,14.5,11.798213,10.149477,11.639964,11.195884,90,55,90,78,0,0,0,5.2,,,,,,,,,,NE,NE,SW,NE,1,1,2,1.3,3,9,4,5.3,5.0,4.0,0.2,1,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,8.5,0
A-31_09052021,A-31,2021-05-09,22,13.2,14.4,19.8,16,16.55,13.8,16.8,15.4,15.35,11.528823,12.843431,12.816948,12.3964,94,74,94,87,0,0,0,0,,,,,,,,,,C ,SE,C ,C ,0,1,0,0.3,0,7,0,2.3,6.0,5.0,0.2,1,0,1,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,8.8,1
A-31_11052021,A-31,2021-05-11,25.4,13.6,15.6,23.2,16.2,17.8,15.2,16.5,15.2,15.525,12.749477,10.722465,12.449477,11.973806,96,50,90,79,0,0,74.2,0,,,17:50:00,,17:00:00,,,,,C ,C ,C ,C ,0,0,0,0.0,4,7,3,4.6,6.0,4.0,0.1,1,0,2,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,11.8,1
A-31_12052021,A-31,2021-05-12,21.8,14,15.2,19.6,16.2,16.8,15.2,18.6,15.7,16.3,12.949477,15.567394,13.12172,13.87953,100,91,95,95,0,2.6,0,74.2,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,2,10,2,4.6,6.0,2.0,0.2,2,1,1,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,7.8,0
A-31_13052021,A-31,2021-05-13,23.4,13.8,15.8,22,15.6,17.25,14.4,16.3,13.9,14.625,11.598213,11.044326,11.055944,11.232827,86,56,83,75,0,0,0,2.6,,,,,,,,,,S ,NE,NE,NE,2,1,2,1.6,6,6,3,5.0,5.0,5.0,0.1,1,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,9.6,0
A-31_14052021,A-31,2021-05-14,22.6,14.8,16,21.8,16.4,17.65,15,16.8,15.4,15.65,12.283885,11.843431,12.616948,12.248088,90,60,90,80,0,0,0,0,,,,,,,,,,NE,NE,NE,NE,3,2,3,2.6,4,4,6,4.6,5.0,5.0,0.1,1,0,0,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,7.8,1
A-31_16052021,A-31,2021-05-16,22,14,15.2,21.6,17.8,18.1,14.7,18.2,17.3,16.875,12.288984,13.969357,14.555217,13.604519,95,72,95,87,0,0,0,0,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,4,9,10,7.6,6.0,4.0,0.1,1,0,0,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,8,1
A-31_17052021,A-31,2021-05-17,23,14.8,17,21.6,16.6,17.95,16.3,17,15.7,16.175,13.544326,12.226607,12.92172,12.897551,93,63,91,82,0,0,0,0,,,,,,,,,,N ,SE,C ,N ,1,1,0,0.6,8,7,5,6.6,4.0,5.0,0.2,1,0,0,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,8.2,1
A-31_18052021,A-31,2021-05-18,22.8,15.4,16,21.8,17.4,18.15,15.6,17.6,17,16.8,13.086318,12.988502,14.326607,13.467142,96,66,96,86,0,0,0,0,,,,,,,,,,C ,C ,C ,C ,0,0,0,0.0,10,7,10,9.0,2.0,4.0,0.1,1,0,0,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,7.4,1
A-31_19052021,A-31,2021-05-19,23,14.8,15.8,22.4,16,17.55,15.4,17.2,15.1,15.7,12.916948,12.111831,12.416447,12.481742,96,60,91,82,0,0,0,0,,,,,,,,,,C ,W ,C ,C ,0,1,0,0.3,10,6,2,6.0,0.4,5.0,0.2,1,0,1,"2","2",,,,,,,,,,,,,,,,,,,,,A-3120215,8.2,1
A-31_20052021,A-31,2021-05-20,22,15.2,16,21,17.8,18.15,16,18.1,16.8,16.925,13.630825,14.121208,13.843431,13.865154,100,76,91,89,0,0,0,0,,,,,,,,,,C ,W ,C ,C ,0,1,0,0.3,10,10,10,10.0,2.0,2.0,0.1,1,0,0,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,6.8,1
A-31_21052021,A-31,2021-05-21,23,13.8,16.8,22.4,14,16.8,15.9,19.3,13.7,15.65,13.093972,15.235303,11.602142,13.310472,91,75,97,88,4.6,0,1.5,4.6,,,,,,,,,,C ,S ,C ,C ,0,1,0,0.3,6,7,10,7.6,5.0,4.0,0.1,1,0,2,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,9.2,0
A-31_22052021,A-31,2021-05-22,24,13.6,15.6,22.6,17,18.05,14.6,16.5,15.5,15.525,11.958271,11.022465,12.451395,11.81071,90,54,86,77,0.2,0,0,1.7,,,,,,,,,,C ,E ,NE,E ,0,1,1,0.6,3,7,4,4.6,6.0,5.0,0.2,2,0,0,.,.,,,,,,,,,,,,,,,,,,,,,A-3120215,10.4,0
A-31_23052021,A-31,2021-05-23,23.8,14.4,16.6,23.6,17,18.55,15.7,17.6,16.5,16.575,12.92172,12.088502,13.822465,12.944229,91,55,95,80,0,0,0.6,0,,,,,,,,,,C ,NE,C ,C ,0,2,0,0.6,8,4,10,7.3,4.0,5.0,0.1,1,0,1,"2",.,,,,,,,,,,,,,,,,,,,,,A-3120215,9.4,1
